dataset	description	version	name	taxon_id	genbank_accession	mart	n_gene	n_bp_genesets	n_cc_genesets	n_mf_genesets	ncbi_genome_link
sdumerili_gene_ensembl	Greater amberjack genes (Sdu_1.0)	Sdu_1.0	Seriola dumerili (Greater amberjack)	41447	GCA_002260705.1	genes_mart	23845	6318	885	2499	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/260/705//GCA_002260705.1_Sdu_1.0/GCA_002260705.1_Sdu_1.0_assembly_report.txt
sformosus_gene_ensembl	Asian bonytongue genes (fSclFor1.1)	fSclFor1.1	Scleropages formosus (Asian bonytongue)	113540	GCA_900964775.1	genes_mart	27252	5778	795	2179	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/964/775//GCA_900964775.1_fSclFor1.1/GCA_900964775.1_fSclFor1.1_assembly_report.txt
sgrahami_gene_ensembl	Golden-line barbel genes (SAMN03320097.WGS_v1.1)	SAMN03320097.WGS_v1.1	Sinocyclocheilus grahami (Golden-line barbel)	75366	GCA_001515645.1	genes_mart	50338	4658	742	2008	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/515/645//GCA_001515645.1_SAMN03320097.WGS_v1.1/GCA_001515645.1_SAMN03320097.WGS_v1.1_assembly_report.txt
shabroptila_gene_ensembl	Kakapo genes (bStrHab1_v1.p)	bStrHab1_v1.p	Strigops habroptila (Kakapo)	2489341	GCA_004027225.1	genes_mart	20192	13458	1638	3882	https://ftp.ncbi.nih.gov/genomes/all/GCA/004/027/225//GCA_004027225.1_bStrHab1_v1.p/GCA_004027225.1_bStrHab1_v1.p_assembly_report.txt
sharrisii_gene_ensembl	Tasmanian devil genes (mSarHar1.11)	mSarHar1.11	Sarcophilus harrisii (Tasmanian devil)	9305	GCA_902635505.1	genes_mart	23829	13334	1630	3912	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/635/505//GCA_902635505.1_mSarHar1.11/GCA_902635505.1_mSarHar1.11_assembly_report.txt
sldorsalis_gene_ensembl	Yellowtail amberjack genes (Sedor1)	Sedor1	Seriola lalandi dorsalis (Yellowtail amberjack)	1841481	GCA_002814215.1	genes_mart	25687	6232	879	2464	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/814/215//GCA_002814215.1_Sedor1/GCA_002814215.1_Sedor1_assembly_report.txt
slucioperca_gene_ensembl	Pike-perch genes (SLUC_FBN_1)	SLUC_FBN_1	Sander lucioperca (Pike-perch)	283035	GCA_008315115.1	genes_mart	26118	5961	777	2128	https://ftp.ncbi.nih.gov/genomes/all/GCA/008/315/115//GCA_008315115.1_SLUC_FBN_1/GCA_008315115.1_SLUC_FBN_1_assembly_report.txt
smerianae_gene_ensembl	Argentine black and white tegu genes (HLtupMer3)	HLtupMer3	Salvator merianae (Argentine black and white tegu)	96440	GCA_003586115.1	genes_mart	23693	13605	1659	3923	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/586/115//GCA_003586115.1_HLtupMer3/GCA_003586115.1_HLtupMer3_assembly_report.txt
spartitus_gene_ensembl	Bicolor damselfish genes (Stegastes_partitus-1.0.2)	Stegastes_partitus-1.0.2	Stegastes partitus (Bicolor damselfish)	144197	GCA_000690725.1	genes_mart	23593	6289	893	2487	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/690/725//GCA_000690725.1_Stegastes_partitus-1.0.2/GCA_000690725.1_Stegastes_partitus-1.0.2_assembly_report.txt
spunctatus_gene_ensembl	Tuatara genes (ASM311381v1)	ASM311381v1	Sphenodon punctatus (Tuatara)	8508	GCA_003113815.1	genes_mart	19334	13342	1619	3797	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/113/815//GCA_003113815.1_ASM311381v1/GCA_003113815.1_ASM311381v1_assembly_report.txt
ssalar_gene_ensembl	Atlantic salmon genes (Ssal_v3.1)	Ssal_v3.1	Salmo salar (Atlantic salmon)	8030	GCA_905237065.2	genes_mart	69389	4931	843	2238	https://ftp.ncbi.nih.gov/genomes/all/GCA/905/237/065//GCA_905237065.2_Ssal_v3.1/GCA_905237065.2_Ssal_v3.1_assembly_report.txt
ssbamei_gene_ensembl	Pig - Bamei genes (Bamei_pig_v1)	Bamei_pig_v1	Sus scrofa (Pig - Bamei)	9823	GCA_001700235.1	genes_mart	30484	10579	1337	3227	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/235//GCA_001700235.1_Bamei_pig_v1/GCA_001700235.1_Bamei_pig_v1_assembly_report.txt
ssberkshire_gene_ensembl	Pig - Berkshire genes (Berkshire_pig_v1)	Berkshire_pig_v1	Sus scrofa (Pig - Berkshire)	9823	GCA_001700575.1	genes_mart	30571	10294	1347	3202	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/575//GCA_001700575.1_Berkshire_pig_v1/GCA_001700575.1_Berkshire_pig_v1_assembly_report.txt
sscrofa_gene_ensembl	Pig genes (Sscrofa11.1)	Sscrofa11.1	Sus scrofa (Pig)	9823	GCA_000003025.6	genes_mart	35670	14450	1791	4379	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/003/025//GCA_000003025.6_Sscrofa11.1/GCA_000003025.6_Sscrofa11.1_assembly_report.txt
sshampshire_gene_ensembl	Pig - Hampshire genes (Hampshire_pig_v1)	Hampshire_pig_v1	Sus scrofa (Pig - Hampshire)	9823	GCA_001700165.1	genes_mart	30556	12154	1490	3684	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/165//GCA_001700165.1_Hampshire_pig_v1/GCA_001700165.1_Hampshire_pig_v1_assembly_report.txt
ssjinhua_gene_ensembl	Pig - Jinhua genes (Jinhua_pig_v1)	Jinhua_pig_v1	Sus scrofa (Pig - Jinhua)	9823	GCA_001700295.1	genes_mart	30632	10717	1351	3256	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/295//GCA_001700295.1_Jinhua_pig_v1/GCA_001700295.1_Jinhua_pig_v1_assembly_report.txt
sslandrace_gene_ensembl	Pig - Landrace genes (Landrace_pig_v1)	Landrace_pig_v1	Sus scrofa (Pig - Landrace)	9823	GCA_001700215.1	genes_mart	27518	11155	1406	3398	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/215//GCA_001700215.1_Landrace_pig_v1/GCA_001700215.1_Landrace_pig_v1_assembly_report.txt
sslargewhite_gene_ensembl	Pig - Largewhite genes (Large_White_v1)	Large_White_v1	Sus scrofa (Pig - Largewhite)	9823	GCA_001700135.1	genes_mart	30461	10155	1320	3094	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/135//GCA_001700135.1_Large_White_v1/GCA_001700135.1_Large_White_v1_assembly_report.txt
ssmeishan_gene_ensembl	Pig - Meishan genes (Meishan_pig_v1)	Meishan_pig_v1	Sus scrofa (Pig - Meishan)	9823	GCA_001700195.1	genes_mart	30402	7519	1089	2545	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/195//GCA_001700195.1_Meishan_pig_v1/GCA_001700195.1_Meishan_pig_v1_assembly_report.txt
sspietrain_gene_ensembl	Pig - Pietrain genes (Pietrain_pig_v1)	Pietrain_pig_v1	Sus scrofa (Pig - Pietrain)	9823	GCA_001700255.1	genes_mart	30567	11227	1405	3440	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/255//GCA_001700255.1_Pietrain_pig_v1/GCA_001700255.1_Pietrain_pig_v1_assembly_report.txt
ssrongchang_gene_ensembl	Pig - Rongchang genes (Rongchang_pig_v1)	Rongchang_pig_v1	Sus scrofa (Pig - Rongchang)	9823	GCA_001700155.1	genes_mart	30227	10653	1363	3213	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/700/155//GCA_001700155.1_Rongchang_pig_v1/GCA_001700155.1_Rongchang_pig_v1_assembly_report.txt
sstibetan_gene_ensembl	Pig - Tibetan genes (Tibetan_Pig_v2)	Tibetan_Pig_v2	Sus scrofa (Pig - Tibetan)	9823	GCA_000472085.2	genes_mart	32738	10197	1328	3051	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/472/085//GCA_000472085.2_Tibetan_Pig_v2/GCA_000472085.2_Tibetan_Pig_v2_assembly_report.txt
ssusmarc_gene_ensembl	Pig USMARC genes (USMARCv1.0)	USMARCv1.0	Sus scrofa (Pig USMARC)	9823	GCA_002844635.1	genes_mart	28322	6451	989	2462	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/844/635//GCA_002844635.1_USMARCv1.0/GCA_002844635.1_USMARCv1.0_assembly_report.txt
sswuzhishan_gene_ensembl	Pig - Wuzhishan genes (minipig_v1.0)	minipig_v1.0	Sus scrofa (Pig - Wuzhishan)	9823	GCA_000325925.2	genes_mart	29851	10064	1311	3078	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/325/925//GCA_000325925.2_minipig_v1.0/GCA_000325925.2_minipig_v1.0_assembly_report.txt
strutta_gene_ensembl	Brown trout genes (fSalTru1.1)	fSalTru1.1	Salmo trutta (Brown trout)	8032	GCA_901001165.1	genes_mart	48957	4875	752	2043	https://ftp.ncbi.nih.gov/genomes/all/GCA/901/001/165//GCA_901001165.1_fSalTru1.1/GCA_901001165.1_fSalTru1.1_assembly_report.txt
svulgaris_gene_ensembl	Eurasian red squirrel genes (mSciVul1.1)	mSciVul1.1	Sciurus vulgaris (Eurasian red squirrel)	55149	GCA_902686455.1	genes_mart	26017	14172	1717	4113	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/686/455//GCA_902686455.1_mSciVul1.1/GCA_902686455.1_mSciVul1.1_assembly_report.txt
tbelangeri_gene_ensembl	Tree Shrew genes (tupBel1)	tupBel1	Tupaia belangeri (Tree Shrew)	37347	-	genes_mart	20857	11177	1513	3526	NA
tctriunguis_gene_ensembl	Three-toed box turtle genes (T_m_triunguis-2.0)	T_m_triunguis-2.0	Terrapene carolina triunguis (Three-toed box turtle)	2587831	GCA_002925995.2	genes_mart	23232	13264	1629	3822	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/925/995//GCA_002925995.2_T_m_triunguis-2.0/GCA_002925995.2_T_m_triunguis-2.0_assembly_report.txt
tguttata_gene_ensembl	Zebra finch genes (bTaeGut1_v1.p)	bTaeGut1_v1.p	Taeniopygia guttata (Zebra finch)	59729	GCA_003957565.2	genes_mart	22150	13374	1633	3954	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/957/565//GCA_003957565.2_bTaeGut1_v1.p/GCA_003957565.2_bTaeGut1_v1.p_assembly_report.txt
tnigroviridis_gene_ensembl	Tetraodon genes (TETRAODON 8.0)	TETRAODON 8.0	Tetraodon nigroviridis (Tetraodon)	99883	-	genes_mart	20562	6104	859	2438	NA
trubripes_gene_ensembl	Fugu genes (fTakRub1.2)	fTakRub1.2	Takifugu rubripes (Fugu)	31033	GCA_901000725.2	genes_mart	24406	6200	878	2430	https://ftp.ncbi.nih.gov/genomes/all/GCA/901/000/725//GCA_901000725.2_fTakRub1.2/GCA_901000725.2_fTakRub1.2_assembly_report.txt
ttruncatus_gene_ensembl	Dolphin genes (turTru1)	turTru1	Tursiops truncatus (Dolphin)	9739	-	genes_mart	21265	12678	1643	3942	NA
uamericanus_gene_ensembl	American black bear genes (ASM334442v1)	ASM334442v1	Ursus americanus (American black bear)	9643	GCA_003344425.1	genes_mart	24647	12465	1609	4040	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/344/425//GCA_003344425.1_ASM334442v1/GCA_003344425.1_ASM334442v1_assembly_report.txt
umaritimus_gene_ensembl	Polar bear genes (UrsMar_1.0)	UrsMar_1.0	Ursus maritimus (Polar bear)	29073	GCA_000687225.1	genes_mart	24345	13639	1689	4160	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/687/225//GCA_000687225.1_UrsMar_1.0/GCA_000687225.1_UrsMar_1.0_assembly_report.txt
uparryii_gene_ensembl	Arctic ground squirrel genes (ASM342692v1)	ASM342692v1	Urocitellus parryii (Arctic ground squirrel)	9999	GCA_003426925.1	genes_mart	23515	14169	1713	4094	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/426/925//GCA_003426925.1_ASM342692v1/GCA_003426925.1_ASM342692v1_assembly_report.txt
vpacos_gene_ensembl	Alpaca genes (vicPac1)	vicPac1	Vicugna pacos (Alpaca)	30538	-	genes_mart	15195	11044	1465	3283	NA
vursinus_gene_ensembl	Common wombat genes (bare-nosed_wombat_genome_assembly)	bare-nosed_wombat_genome_assembly	Vombatus ursinus (Common wombat)	29139	GCA_900497805.2	genes_mart	25096	13380	1629	4066	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/497/805//GCA_900497805.2_bare-nosed_wombat_genome_assembly/GCA_900497805.2_bare-nosed_wombat_genome_assembly_assembly_report.txt
vvulpes_gene_ensembl	Red fox genes (VulVul2.2)	VulVul2.2	Vulpes vulpes (Red fox)	9627	GCA_003160815.1	genes_mart	29258	13921	1698	4157	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/160/815//GCA_003160815.1_VulVul2.2/GCA_003160815.1_VulVul2.2_assembly_report.txt
xmaculatus_gene_ensembl	Platyfish genes (X_maculatus-5.0-male)	X_maculatus-5.0-male	Xiphophorus maculatus (Platyfish)	8083	GCA_002775205.2	genes_mart	24209	6230	888	2509	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/775/205//GCA_002775205.2_X_maculatus-5.0-male/GCA_002775205.2_X_maculatus-5.0-male_assembly_report.txt
xtropicalis_gene_ensembl	Tropical clawed frog genes (UCB_Xtro_10.0)	UCB_Xtro_10.0	Xenopus tropicalis (Tropical clawed frog)	8364	GCA_000004195.4	genes_mart	24614	7721	1251	3175	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/195//GCA_000004195.4_UCB_Xtro_10.0/GCA_000004195.4_UCB_Xtro_10.0_assembly_report.txt
aagca019059575v1_eg_gene	Amphibalanus amphitrite (Acorn barnacle, SeventyFive) genes (NRLGWU_Aamphi_draft)	NRLGWU_Aamphi_draft	Amphibalanus amphitrite (Acorn barnacle, SeventyFive)	1232801	GCA_019059575.1	metazoa_mart	31600	2700	644	1616	https://ftp.ncbi.nih.gov/genomes/all/GCA/019/059/575//GCA_019059575.1_NRLGWU_Aamphi_draft/GCA_019059575.1_NRLGWU_Aamphi_draft_assembly_report.txt
aagca914969975_eg_gene	Anopheles atroparvus (Mosquito, Infravec2 EBRE) genes (atroparvus_hifiasm_n225_277Mb)	atroparvus_hifiasm_n225_277Mb	Anopheles atroparvus (Mosquito, Infravec2 EBRE)	41427	GCA_914969975.1	metazoa_mart	14687	2618	619	1575	https://ftp.ncbi.nih.gov/genomes/all/GCA/914/969/975//GCA_914969975.1_A.atroparvus_Infravec2_EBRE_hifiasm_n225_277Mb/GCA_914969975.1_A.atroparvus_Infravec2_EBRE_hifiasm_n225_277Mb_assembly_report.txt
aalbimanus_eg_gene	Anopheles albimanus (Mosquito, STECLA) genes (AalbS2)	AalbS2	Anopheles albimanus (Mosquito, STECLA)	7167	GCA_000349125.2	metazoa_mart	12501	2715	632	1623	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/125//GCA_000349125.2_Anop_albi_ALBI9_A_V2/GCA_000349125.2_Anop_albi_ALBI9_A_V2_assembly_report.txt
aalbopictus_eg_gene	Aedes albopictus (Asian tiger mosquito, Foshan) genes (AaloF1)	AaloF1	Aedes albopictus (Asian tiger mosquito, Foshan)	7160	GCA_001444175.1	metazoa_mart	18294	2645	617	1605	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/444/175//GCA_001444175.1_A.albopictus_v1.0/GCA_001444175.1_A.albopictus_v1.0_assembly_report.txt
aalvpagwg_eg_gene	Aedes aegypti (Yellow fever mosquito, LVP_AGWG) genes (AaegL5)	AaegL5	Aedes aegypti (Yellow fever mosquito, LVP_AGWG)	7159	GCA_002204515.1	metazoa_mart	19804	2773	643	1664	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/204/515//GCA_002204515.1_AaegL5.0/GCA_002204515.1_AaegL5.0_assembly_report.txt
aarabiensis_eg_gene	Anopheles arabiensis (Mosquito, Dongola) genes (AaraD1)	AaraD1	Anopheles arabiensis (Mosquito, Dongola)	7173	GCA_000349185.1	metazoa_mart	13649	2689	636	1660	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/185//GCA_000349185.1_Anop_arab_DONG5_A_V1/GCA_000349185.1_Anop_arab_DONG5_A_V1_assembly_report.txt
acephalotes_eg_gene	Atta cephalotes (Leaf-cutter ant) genes (Attacep1.0)	Attacep1.0	Atta cephalotes (Leaf-cutter ant)	12957	GCA_000143395.2	metazoa_mart	11368	3016	731	1889	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/143/395//GCA_000143395.2_Attacep1.0/GCA_000143395.2_Attacep1.0_assembly_report.txt
acgca000002075v2_eg_gene	Aplysia californica (California sea hare, F4 #8) genes (AplCal3.0)	AplCal3.0	Aplysia californica (California sea hare, F4 #8)	6500	GCA_000002075.2	metazoa_mart	21561	2862	636	1667	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/075//GCA_000002075.2_AplCal3.0/GCA_000002075.2_AplCal3.0_assembly_report.txt
achristyi_eg_gene	Anopheles christyi (Mosquito, ACHKN1017) genes (AchrA1)	AchrA1	Anopheles christyi (Mosquito, ACHKN1017)	43041	GCA_000349165.1	metazoa_mart	11209	2629	611	1565	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/165//GCA_000349165.1_Anop_chri_ACHKN1017_V1/GCA_000349165.1_Anop_chri_ACHKN1017_V1_assembly_report.txt
acngousso_eg_gene	Anopheles coluzzii (Mosquito, Ngousso) genes (AcolN1)	AcolN1	Anopheles coluzzii (Mosquito, Ngousso)	1518534	GCA_004136515.2	metazoa_mart	13242	2636	618	1572	https://ftp.ncbi.nih.gov/genomes/all/GCA/004/136/515//GCA_004136515.2_ASM413651v2/GCA_004136515.2_ASM413651v2_assembly_report.txt
acoluzzii_eg_gene	Anopheles coluzzii (Mosquito, Mali-NIH) genes (AcolM1)	AcolM1	Anopheles coluzzii (Mosquito, Mali-NIH)	1518534	GCA_000150765.1	metazoa_mart	14796	2828	634	1682	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/150/765//GCA_000150765.1_m5/GCA_000150765.1_m5_assembly_report.txt
aculicifacies_eg_gene	Anopheles culicifacies (Mosquito, A-37) genes (AculA1)	AculA1	Anopheles culicifacies (Mosquito, A-37)	139723	GCA_000473375.1	metazoa_mart	14729	2668	623	1637	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/473/375//GCA_000473375.1_Anop_culi_species_A-37_1_V1/GCA_000473375.1_Anop_culi_species_A-37_1_V1_assembly_report.txt
adarlingi_eg_gene	Anopheles darlingi (American malaria mosquito, Coari) genes (AdarC3)	AdarC3	Anopheles darlingi (American malaria mosquito, Coari)	43151	GCA_000211455.3	metazoa_mart	11005	2873	706	1793	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/211/455//GCA_000211455.3_A_darlingi_v1/GCA_000211455.3_A_darlingi_v1_assembly_report.txt
adgca000469605v1rs_eg_gene	Apis dorsata (Giant honeybee) genes (Apis_dorsata_1.3)	Apis_dorsata_1.3	Apis dorsata (Giant honeybee)	7462	GCA_000469605.1	metazoa_mart	12247	2597	608	1561	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/469/605//GCA_000469605.1_Apis_dorsata_1.3/GCA_000469605.1_Apis_dorsata_1.3_assembly_report.txt
adirus_eg_gene	Anopheles dirus (Mosquito, WRAIR2) genes (AdirW1)	AdirW1	Anopheles dirus (Mosquito, WRAIR2)	7168	GCA_000349145.1	metazoa_mart	13250	2958	697	1788	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/145//GCA_000349145.1_Anop_diru_WRAIR2_V1/GCA_000349145.1_Anop_diru_WRAIR2_V1_assembly_report.txt
aegca000204515v1rs_eg_gene	Acromyrmex echinatior (Panamanian leaf-cutter ant) genes (Aech_3.9)	Aech_3.9	Acromyrmex echinatior (Panamanian leaf-cutter ant)	103372	GCA_000204515.1	metazoa_mart	12367	2692	683	1706	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/204/515//GCA_000204515.1_Aech_3.9/GCA_000204515.1_Aech_3.9_assembly_report.txt
aegca011057435_eg_gene	Actinia equina (Beadlet anemone, AE1) genes (equina_smartden.arrow4.noredun)	equina_smartden.arrow4.noredun	Actinia equina (Beadlet anemone, AE1)	6106	GCA_011057435.1	metazoa_mart	55651	2834	631	1653	https://ftp.ncbi.nih.gov/genomes/all/GCA/011/057/435//GCA_011057435.1_equina_smartden.arrow4.noredun/GCA_011057435.1_equina_smartden.arrow4.noredun_assembly_report.txt
aepiroticus_eg_gene	Anopheles epiroticus (Mosquito, Epiroticus2) genes (AepiE1)	AepiE1	Anopheles epiroticus (Mosquito, Epiroticus2)	199890	GCA_000349105.1	metazoa_mart	12322	2924	705	1790	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/105//GCA_000349105.1_Anop_epir_epiroticus2_V1/GCA_000349105.1_Anop_epir_epiroticus2_V1_assembly_report.txt
afarauti_eg_gene	Anopheles farauti (Mosquito, FAR1) genes (AfarF2)	AfarF2	Anopheles farauti (Mosquito, FAR1)	69004	GCA_000473445.2	metazoa_mart	13293	2639	625	1627	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/473/445//GCA_000473445.2_Anop_fara_FAR1_V2/GCA_000473445.2_Anop_fara_FAR1_V2_assembly_report.txt
afgca000184785v2rs_eg_gene	Apis florea (Dwarf honeybee) genes (Aflo_1.0)	Aflo_1.0	Apis florea (Dwarf honeybee)	7463	GCA_000184785.2	metazoa_mart	12599	2592	604	1553	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/184/785//GCA_000184785.2_Aflo_1.1/GCA_000184785.2_Aflo_1.1_assembly_report.txt
afunestus_eg_gene	Anopheles funestus (African malaria mosquito, FUMOZ) genes (AfunF3)	AfunF3	Anopheles funestus (African malaria mosquito, FUMOZ)	62324	GCA_003951495.1	metazoa_mart	14176	2720	634	1641	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/951/495//GCA_003951495.1_AfunF3/GCA_003951495.1_AfunF3_assembly_report.txt
agambiae_eg_gene	Anopheles gambiae (African malaria mosquito, PEST) genes (AgamP4)	AgamP4	Anopheles gambiae (African malaria mosquito, PEST)	7165	GCA_000005575.1	metazoa_mart	13832	4246	946	2125	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/005/575//GCA_000005575.1_AgamP3/GCA_000005575.1_AgamP3_assembly_report.txt
aggca014905175v1_eg_gene	Aphidius gifuensis (Parasitoid wasp, YNYX2018) genes (ASM1490517v1)	ASM1490517v1	Aphidius gifuensis (Parasitoid wasp, YNYX2018)	684658	GCA_014905175.1	metazoa_mart	13956	2570	593	1546	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/905/175//GCA_014905175.1_ASM1490517v1/GCA_014905175.1_ASM1490517v1_assembly_report.txt
aggca022605725v3rs_eg_gene	Anthonomus grandis grandis (Boll weevil) genes (icAntGran1.3)	icAntGran1.3	Anthonomus grandis grandis (Boll weevil)	2921223	GCA_022605725.3	metazoa_mart	17324	2399	566	1492	https://ftp.ncbi.nih.gov/genomes/all/GCA/022/605/725//GCA_022605725.3_icAntGran1.3/GCA_022605725.3_icAntGran1.3_assembly_report.txt
aglabripennis_eg_gene	Anoplophora glabripennis (Asian long-horned beetle, ALB-LARVAE) genes (Agla_2.0)	Agla_2.0	Anoplophora glabripennis (Asian long-horned beetle, ALB-LARVAE)	217634	GCA_000390285.2	metazoa_mart	16224	2646	619	1583	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/390/285//GCA_000390285.2_Agla_2.0/GCA_000390285.2_Agla_2.0_assembly_report.txt
ajgca011630105v1_eg_gene	Anneissia japonica (Sea lily, Jap-2015-1) genes (ASM1163010v1)	ASM1163010v1	Anneissia japonica (Sea lily, Jap-2015-1)	1529436	GCA_011630105.1	metazoa_mart	25780	2971	631	1701	https://ftp.ncbi.nih.gov/genomes/all/GCA/011/630/105//GCA_011630105.1_ASM1163010v1/GCA_011630105.1_ASM1163010v1_assembly_report.txt
amaculatus_eg_gene	Anopheles maculatus (Mosquito, maculatus3) genes (AmacM1)	AmacM1	Anopheles maculatus (Mosquito, maculatus3)	74869	GCA_000473185.1	metazoa_mart	15035	2629	596	1577	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/473/185//GCA_000473185.1_Anop_macu_maculatus3_V1/GCA_000473185.1_Anop_macu_maculatus3_V1_assembly_report.txt
amelas_eg_gene	Anopheles melas (Mosquito, CM1001059_A) genes (AmelC2)	AmelC2	Anopheles melas (Mosquito, CM1001059_A)	34690	GCA_000473525.2	metazoa_mart	15777	2653	621	1635	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/473/525//GCA_000473525.2_Anop_mela_CM1001059_A_V2/GCA_000473525.2_Anop_mela_CM1001059_A_V2_assembly_report.txt
amellifera_eg_gene	Apis mellifera (Honey bee, DH4) genes (Amel_HAv3.1)	Amel_HAv3.1	Apis mellifera (Honey bee, DH4)	7460	GCA_003254395.2	metazoa_mart	12398	2758	652	1665	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/254/395//GCA_003254395.2_Amel_HAv3.1/GCA_003254395.2_Amel_HAv3.1_assembly_report.txt
amerus_eg_gene	Anopheles merus (Mosquito, MAF) genes (AmerM2)	AmerM2	Anopheles merus (Mosquito, MAF)	30066	GCA_000473845.2	metazoa_mart	13578	2946	690	1777	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/473/845//GCA_000473845.2_Anop_meru_MAF_V1/GCA_000473845.2_Anop_meru_MAF_V1_assembly_report.txt
amgca013753865v1_eg_gene	Acropora millepora (Stony coral, JS-1) genes (Amil_v2.1)	Amil_v2.1	Acropora millepora (Stony coral, JS-1)	45264	GCA_013753865.1	metazoa_mart	42775	2708	624	1627	https://ftp.ncbi.nih.gov/genomes/all/GCA/013/753/865//GCA_013753865.1_Amil_v2.1/GCA_013753865.1_Amil_v2.1_assembly_report.txt
aminimus_eg_gene	Anopheles minimus (Mosquito, MINIMUS1) genes (AminM1)	AminM1	Anopheles minimus (Mosquito, MINIMUS1)	112268	GCA_000349025.1	metazoa_mart	13148	2968	697	1784	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/349/025//GCA_000349025.1_Anop_mini_MINIMUS1_V1/GCA_000349025.1_Anop_mini_MINIMUS1_V1_assembly_report.txt
apgca000699045v2_eg_gene	Agrilus planipennis (Emerald ash borer, EAB-ADULT) genes (Apla_2.0)	Apla_2.0	Agrilus planipennis (Emerald ash borer, EAB-ADULT)	224129	GCA_000699045.2	metazoa_mart	15336	2770	697	1811	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/699/045//GCA_000699045.2_Apla_2.0/GCA_000699045.2_Apla_2.0_assembly_report.txt
apgca001949145v1_eg_gene	Acanthaster planci (Crown-of-thorns starfish) genes (OKI_Apl_1.0)	OKI_Apl_1.0	Acanthaster planci (Crown-of-thorns starfish)	133434	GCA_001949145.1	metazoa_mart	18281	2948	641	1703	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/949/145//GCA_001949145.1_OKI-Apl_1.0/GCA_001949145.1_OKI-Apl_1.0_assembly_report.txt
apgca005508785v2rs_eg_gene	Acyrthosiphon pisum (Pea aphid, AL4f) genes (pea_aphid_22Mar2018_4r6ur_v2)	pea_aphid_22Mar2018_4r6ur_v2	Acyrthosiphon pisum (Pea aphid, AL4f)	7029	GCA_005508785.2	metazoa_mart	20317	2369	591	1514	https://ftp.ncbi.nih.gov/genomes/all/GCA/005/508/785//GCA_005508785.2_pea_aphid_22Mar2018_4r6ur_v2/GCA_005508785.2_pea_aphid_22Mar2018_4r6ur_v2_assembly_report.txt
